id,application_nm,process_nm,audit_nm,object_nm,audit_measure_nm,audit_measure_type_cd,parent_id
1,SEC_SILVER,SOURCE,SOURCE,SOURCE,RECORDS_RECEIVED,COUNT,
2,SEC_SILVER,SOURCE,SOURCE,SOURCE,MARKED_FOR_INSERT,CDC,1
3,SEC_SILVER,SOURCE,SOURCE,SOURCE,MARKED_FOR_UPDATE,CDC,1
4,SEC_SILVER,SOURCE,SOURCE,SOURCE,MARKED_FOR_DELETE,CDC,
5,SEC_SILVER,SOURCE,SOURCE,SOURCE,MARKED_FOR_SKIP,CDC,1
6,SEC_SILVER,SOURCE,SOURCE,SOURCE,RECORDS_INSERTED,DML,2
7,SEC_SILVER,SOURCE,SOURCE,SOURCE,RECORDS_UPDATED,DML,3
8,SEC_SILVER,SOURCE,SOURCE,SOURCE,RECORDS_DELETED,DML,4
9,SEC_SILVER,SOURCE,SOURCE_KEY,SOURCE_KEY,RECORDS_INSERTED,DML,2
10,SEC_SILVER,TEST_PERSON,TEST_PERSON,TEST_PERSON,RECORDS_RECEIVED,COUNT,
11,SEC_SILVER,TEST_PERSON,TEST_PERSON,TEST_PERSON,MARKED_FOR_INSERT,CDC,10
12,SEC_SILVER,TEST_PERSON,TEST_PERSON,TEST_PERSON,MARKED_FOR_UPDATE,CDC,10
13,SEC_SILVER,TEST_PERSON,TEST_PERSON,TEST_PERSON,MARKED_FOR_DELETE,CDC,
14,SEC_SILVER,TEST_PERSON,TEST_PERSON,TEST_PERSON,MARKED_FOR_SKIP,CDC,10
15,SEC_SILVER,TEST_PERSON,TEST_PERSON,TEST_PERSON,RECORDS_INSERTED,DML,11
16,SEC_SILVER,TEST_PERSON,TEST_PERSON,TEST_PERSON,RECORDS_UPDATED,DML,12
17,SEC_SILVER,TEST_PERSON,TEST_PERSON,TEST_PERSON,RECORDS_DELETED,DML,13
18,SEC_SILVER,TEST_PERSON,TEST_PERSON_KEY,TEST_PERSON_KEY,RECORDS_INSERTED,DML,11
19,SEC_SILVER,SOURCE_SYSTEM,SOURCE_SYSTEM,SOURCE_SYSTEM,RECORDS_RECEIVED,COUNT,
20,SEC_SILVER,SOURCE_SYSTEM,SOURCE_SYSTEM,SOURCE_SYSTEM,MARKED_FOR_INSERT,CDC,19
21,SEC_SILVER,SOURCE_SYSTEM,SOURCE_SYSTEM,SOURCE_SYSTEM,MARKED_FOR_UPDATE,CDC,19
22,SEC_SILVER,SOURCE_SYSTEM,SOURCE_SYSTEM,SOURCE_SYSTEM,MARKED_FOR_DELETE,CDC,
23,SEC_SILVER,SOURCE_SYSTEM,SOURCE_SYSTEM,SOURCE_SYSTEM,MARKED_FOR_SKIP,CDC,19
24,SEC_SILVER,SOURCE_SYSTEM,SOURCE_SYSTEM,SOURCE_SYSTEM,RECORDS_INSERTED,DML,20
25,SEC_SILVER,SOURCE_SYSTEM,SOURCE_SYSTEM,SOURCE_SYSTEM,RECORDS_UPDATED,DML,21
26,SEC_SILVER,SOURCE_SYSTEM,SOURCE_SYSTEM,SOURCE_SYSTEM,RECORDS_DELETED,DML,22
27,SEC_SILVER,SOURCE_SYSTEM,SOURCE_SYSTEM_KEY,SOURCE_SYSTEM_KEY,RECORDS_INSERTED,DML,20
28,SEC_SILVER,CURRENCY,CURRENCY,CURRENCY,RECORDS_RECEIVED,COUNT,
29,SEC_SILVER,CURRENCY,CURRENCY,CURRENCY,MARKED_FOR_INSERT,CDC,28
30,SEC_SILVER,CURRENCY,CURRENCY,CURRENCY,MARKED_FOR_UPDATE,CDC,28
31,SEC_SILVER,CURRENCY,CURRENCY,CURRENCY,MARKED_FOR_DELETE,CDC,
32,SEC_SILVER,CURRENCY,CURRENCY,CURRENCY,MARKED_FOR_SKIP,CDC,28
33,SEC_SILVER,CURRENCY,CURRENCY,CURRENCY,RECORDS_INSERTED,DML,29
34,SEC_SILVER,CURRENCY,CURRENCY,CURRENCY,RECORDS_UPDATED,DML,30
35,SEC_SILVER,CURRENCY,CURRENCY,CURRENCY,RECORDS_DELETED,DML,31
36,SEC_SILVER,CURRENCY,CURRENCY_KEY,CURRENCY_KEY,RECORDS_INSERTED,DML,29
37,SEC_SILVER,PERFORMANCE_METRIC_CALC_PURPOSE,PERFORMANCE_METRIC_CALC_PURPOSE,PERFORMANCE_METRIC_CALC_PURPOSE,RECORDS_RECEIVED,COUNT,
38,SEC_SILVER,PERFORMANCE_METRIC_CALC_PURPOSE,PERFORMANCE_METRIC_CALC_PURPOSE,PERFORMANCE_METRIC_CALC_PURPOSE,MARKED_FOR_INSERT,CDC,37
39,SEC_SILVER,PERFORMANCE_METRIC_CALC_PURPOSE,PERFORMANCE_METRIC_CALC_PURPOSE,PERFORMANCE_METRIC_CALC_PURPOSE,MARKED_FOR_UPDATE,CDC,37
40,SEC_SILVER,PERFORMANCE_METRIC_CALC_PURPOSE,PERFORMANCE_METRIC_CALC_PURPOSE,PERFORMANCE_METRIC_CALC_PURPOSE,MARKED_FOR_DELETE,CDC,
41,SEC_SILVER,PERFORMANCE_METRIC_CALC_PURPOSE,PERFORMANCE_METRIC_CALC_PURPOSE,PERFORMANCE_METRIC_CALC_PURPOSE,MARKED_FOR_SKIP,CDC,37
42,SEC_SILVER,PERFORMANCE_METRIC_CALC_PURPOSE,PERFORMANCE_METRIC_CALC_PURPOSE,PERFORMANCE_METRIC_CALC_PURPOSE,RECORDS_INSERTED,DML,38
43,SEC_SILVER,PERFORMANCE_METRIC_CALC_PURPOSE,PERFORMANCE_METRIC_CALC_PURPOSE,PERFORMANCE_METRIC_CALC_PURPOSE,RECORDS_UPDATED,DML,39
44,SEC_SILVER,PERFORMANCE_METRIC_CALC_PURPOSE,PERFORMANCE_METRIC_CALC_PURPOSE,PERFORMANCE_METRIC_CALC_PURPOSE,RECORDS_DELETED,DML,40
45,SEC_SILVER,PERFORMANCE_METRIC_CALC_PURPOSE,PERFORMANCE_METRIC_CALC_PURPOSE_KEY,PERFORMANCE_METRIC_CALC_PURPOSE_KEY,RECORDS_INSERTED,DML,38
46,SEC_SILVER,PERFORMANCE_METRIC_TIME_HORIZON,PERFORMANCE_METRIC_TIME_HORIZON,PERFORMANCE_METRIC_TIME_HORIZON,RECORDS_RECEIVED,COUNT,
47,SEC_SILVER,PERFORMANCE_METRIC_TIME_HORIZON,PERFORMANCE_METRIC_TIME_HORIZON,PERFORMANCE_METRIC_TIME_HORIZON,MARKED_FOR_INSERT,CDC,46
48,SEC_SILVER,PERFORMANCE_METRIC_TIME_HORIZON,PERFORMANCE_METRIC_TIME_HORIZON,PERFORMANCE_METRIC_TIME_HORIZON,MARKED_FOR_UPDATE,CDC,46
49,SEC_SILVER,PERFORMANCE_METRIC_TIME_HORIZON,PERFORMANCE_METRIC_TIME_HORIZON,PERFORMANCE_METRIC_TIME_HORIZON,MARKED_FOR_DELETE,CDC,
50,SEC_SILVER,PERFORMANCE_METRIC_TIME_HORIZON,PERFORMANCE_METRIC_TIME_HORIZON,PERFORMANCE_METRIC_TIME_HORIZON,MARKED_FOR_SKIP,CDC,46
51,SEC_SILVER,PERFORMANCE_METRIC_TIME_HORIZON,PERFORMANCE_METRIC_TIME_HORIZON,PERFORMANCE_METRIC_TIME_HORIZON,RECORDS_INSERTED,DML,47
52,SEC_SILVER,PERFORMANCE_METRIC_TIME_HORIZON,PERFORMANCE_METRIC_TIME_HORIZON,PERFORMANCE_METRIC_TIME_HORIZON,RECORDS_UPDATED,DML,48
53,SEC_SILVER,PERFORMANCE_METRIC_TIME_HORIZON,PERFORMANCE_METRIC_TIME_HORIZON,PERFORMANCE_METRIC_TIME_HORIZON,RECORDS_DELETED,DML,49
54,SEC_SILVER,PERFORMANCE_METRIC_TIME_HORIZON,PERFORMANCE_METRIC_TIME_HORIZON_KEY,PERFORMANCE_METRIC_TIME_HORIZON_KEY,RECORDS_INSERTED,DML,47
55,SEC_SILVER,PERFORMANCE_METRIC_TYPE,PERFORMANCE_METRIC_TYPE,PERFORMANCE_METRIC_TYPE,RECORDS_RECEIVED,COUNT,
56,SEC_SILVER,PERFORMANCE_METRIC_TYPE,PERFORMANCE_METRIC_TYPE,PERFORMANCE_METRIC_TYPE,MARKED_FOR_INSERT,CDC,55
57,SEC_SILVER,PERFORMANCE_METRIC_TYPE,PERFORMANCE_METRIC_TYPE,PERFORMANCE_METRIC_TYPE,MARKED_FOR_UPDATE,CDC,55
58,SEC_SILVER,PERFORMANCE_METRIC_TYPE,PERFORMANCE_METRIC_TYPE,PERFORMANCE_METRIC_TYPE,MARKED_FOR_DELETE,CDC,
59,SEC_SILVER,PERFORMANCE_METRIC_TYPE,PERFORMANCE_METRIC_TYPE,PERFORMANCE_METRIC_TYPE,MARKED_FOR_SKIP,CDC,55
60,SEC_SILVER,PERFORMANCE_METRIC_TYPE,PERFORMANCE_METRIC_TYPE,PERFORMANCE_METRIC_TYPE,RECORDS_INSERTED,DML,56
61,SEC_SILVER,PERFORMANCE_METRIC_TYPE,PERFORMANCE_METRIC_TYPE,PERFORMANCE_METRIC_TYPE,RECORDS_UPDATED,DML,57
62,SEC_SILVER,PERFORMANCE_METRIC_TYPE,PERFORMANCE_METRIC_TYPE,PERFORMANCE_METRIC_TYPE,RECORDS_DELETED,DML,58
63,SEC_SILVER,PERFORMANCE_METRIC_TYPE,PERFORMANCE_METRIC_TYPE_KEY,PERFORMANCE_METRIC_TYPE_KEY,RECORDS_INSERTED,DML,56
64,SEC_SILVER,PERFORMANCE_METRIC_VARIANT,PERFORMANCE_METRIC_VARIANT,PERFORMANCE_METRIC_VARIANT,RECORDS_RECEIVED,COUNT,
65,SEC_SILVER,PERFORMANCE_METRIC_VARIANT,PERFORMANCE_METRIC_VARIANT,PERFORMANCE_METRIC_VARIANT,MARKED_FOR_INSERT,CDC,64
66,SEC_SILVER,PERFORMANCE_METRIC_VARIANT,PERFORMANCE_METRIC_VARIANT,PERFORMANCE_METRIC_VARIANT,MARKED_FOR_UPDATE,CDC,64
67,SEC_SILVER,PERFORMANCE_METRIC_VARIANT,PERFORMANCE_METRIC_VARIANT,PERFORMANCE_METRIC_VARIANT,MARKED_FOR_DELETE,CDC,
68,SEC_SILVER,PERFORMANCE_METRIC_VARIANT,PERFORMANCE_METRIC_VARIANT,PERFORMANCE_METRIC_VARIANT,MARKED_FOR_SKIP,CDC,64
69,SEC_SILVER,PERFORMANCE_METRIC_VARIANT,PERFORMANCE_METRIC_VARIANT,PERFORMANCE_METRIC_VARIANT,RECORDS_INSERTED,DML,65
70,SEC_SILVER,PERFORMANCE_METRIC_VARIANT,PERFORMANCE_METRIC_VARIANT,PERFORMANCE_METRIC_VARIANT,RECORDS_UPDATED,DML,66
71,SEC_SILVER,PERFORMANCE_METRIC_VARIANT,PERFORMANCE_METRIC_VARIANT,PERFORMANCE_METRIC_VARIANT,RECORDS_DELETED,DML,67
72,SEC_SILVER,PERFORMANCE_METRIC_VARIANT,PERFORMANCE_METRIC_VARIANT_KEY,PERFORMANCE_METRIC_VARIANT_KEY,RECORDS_INSERTED,DML,65
73,SEC_SILVER,PERFORMANCE_METRIC_COMPONENT_STATE,PERFORMANCE_METRIC_COMPONENT_STATE,PERFORMANCE_METRIC_COMPONENT_STATE,RECORDS_RECEIVED,COUNT,
74,SEC_SILVER,PERFORMANCE_METRIC_COMPONENT_STATE,PERFORMANCE_METRIC_COMPONENT_STATE,PERFORMANCE_METRIC_COMPONENT_STATE,MARKED_FOR_INSERT,CDC,73
75,SEC_SILVER,PERFORMANCE_METRIC_COMPONENT_STATE,PERFORMANCE_METRIC_COMPONENT_STATE,PERFORMANCE_METRIC_COMPONENT_STATE,MARKED_FOR_UPDATE,CDC,73
76,SEC_SILVER,PERFORMANCE_METRIC_COMPONENT_STATE,PERFORMANCE_METRIC_COMPONENT_STATE,PERFORMANCE_METRIC_COMPONENT_STATE,MARKED_FOR_DELETE,CDC,
77,SEC_SILVER,PERFORMANCE_METRIC_COMPONENT_STATE,PERFORMANCE_METRIC_COMPONENT_STATE,PERFORMANCE_METRIC_COMPONENT_STATE,MARKED_FOR_SKIP,CDC,73
78,SEC_SILVER,PERFORMANCE_METRIC_COMPONENT_STATE,PERFORMANCE_METRIC_COMPONENT_STATE,PERFORMANCE_METRIC_COMPONENT_STATE,RECORDS_INSERTED,DML,74
79,SEC_SILVER,PERFORMANCE_METRIC_COMPONENT_STATE,PERFORMANCE_METRIC_COMPONENT_STATE,PERFORMANCE_METRIC_COMPONENT_STATE,RECORDS_UPDATED,DML,75
80,SEC_SILVER,PERFORMANCE_METRIC_COMPONENT_STATE,PERFORMANCE_METRIC_COMPONENT_STATE,PERFORMANCE_METRIC_COMPONENT_STATE,RECORDS_DELETED,DML,76
81,SEC_SILVER,PERFORMANCE_METRIC_COMPONENT_STATE,PERFORMANCE_METRIC_COMPONENT_STATE_KEY,PERFORMANCE_METRIC_COMPONENT_STATE_KEY,RECORDS_INSERTED,DML,74
82,SEC_SILVER,PORTFOLIO,PORTFOLIO,PORTFOLIO,RECORDS_RECEIVED,COUNT,
83,SEC_SILVER,PORTFOLIO,PORTFOLIO,PORTFOLIO,MARKED_FOR_INSERT,CDC,82
84,SEC_SILVER,PORTFOLIO,PORTFOLIO,PORTFOLIO,MARKED_FOR_UPDATE,CDC,82
85,SEC_SILVER,PORTFOLIO,PORTFOLIO,PORTFOLIO,MARKED_FOR_DELETE,CDC,
86,SEC_SILVER,PORTFOLIO,PORTFOLIO,PORTFOLIO,MARKED_FOR_SKIP,CDC,82
87,SEC_SILVER,PORTFOLIO,PORTFOLIO,PORTFOLIO,RECORDS_INSERTED,DML,83
88,SEC_SILVER,PORTFOLIO,PORTFOLIO,PORTFOLIO,RECORDS_UPDATED,DML,84
89,SEC_SILVER,PORTFOLIO,PORTFOLIO,PORTFOLIO,RECORDS_DELETED,DML,85
90,SEC_SILVER,PORTFOLIO,PORTFOLIO_KEY,PORTFOLIO_KEY,RECORDS_INSERTED,DML,83
91,SEC_SILVER,TRANSACTION_CATEGORY_PURPOSE,TRANSACTION_CATEGORY_PURPOSE,TRANSACTION_CATEGORY_PURPOSE,RECORDS_RECEIVED,COUNT,
92,SEC_SILVER,TRANSACTION_CATEGORY_PURPOSE,TRANSACTION_CATEGORY_PURPOSE,TRANSACTION_CATEGORY_PURPOSE,MARKED_FOR_INSERT,CDC,91
93,SEC_SILVER,TRANSACTION_CATEGORY_PURPOSE,TRANSACTION_CATEGORY_PURPOSE,TRANSACTION_CATEGORY_PURPOSE,MARKED_FOR_UPDATE,CDC,91
94,SEC_SILVER,TRANSACTION_CATEGORY_PURPOSE,TRANSACTION_CATEGORY_PURPOSE,TRANSACTION_CATEGORY_PURPOSE,MARKED_FOR_DELETE,CDC,
95,SEC_SILVER,TRANSACTION_CATEGORY_PURPOSE,TRANSACTION_CATEGORY_PURPOSE,TRANSACTION_CATEGORY_PURPOSE,MARKED_FOR_SKIP,CDC,91
96,SEC_SILVER,TRANSACTION_CATEGORY_PURPOSE,TRANSACTION_CATEGORY_PURPOSE,TRANSACTION_CATEGORY_PURPOSE,RECORDS_INSERTED,DML,92
97,SEC_SILVER,TRANSACTION_CATEGORY_PURPOSE,TRANSACTION_CATEGORY_PURPOSE,TRANSACTION_CATEGORY_PURPOSE,RECORDS_UPDATED,DML,93
98,SEC_SILVER,TRANSACTION_CATEGORY_PURPOSE,TRANSACTION_CATEGORY_PURPOSE,TRANSACTION_CATEGORY_PURPOSE,RECORDS_DELETED,DML,94
99,SEC_SILVER,TRANSACTION_CATEGORY_PURPOSE,TRANSACTION_CATEGORY_PURPOSE_KEY,TRANSACTION_CATEGORY_PURPOSE_KEY,RECORDS_INSERTED,DML,92
100,SEC_SILVER,TRANSACTION_CATEGORY,TRANSACTION_CATEGORY,TRANSACTION_CATEGORY,RECORDS_RECEIVED,COUNT,
101,SEC_SILVER,TRANSACTION_CATEGORY,TRANSACTION_CATEGORY,TRANSACTION_CATEGORY,MARKED_FOR_INSERT,CDC,100
102,SEC_SILVER,TRANSACTION_CATEGORY,TRANSACTION_CATEGORY,TRANSACTION_CATEGORY,MARKED_FOR_UPDATE,CDC,100
103,SEC_SILVER,TRANSACTION_CATEGORY,TRANSACTION_CATEGORY,TRANSACTION_CATEGORY,MARKED_FOR_DELETE,CDC,
104,SEC_SILVER,TRANSACTION_CATEGORY,TRANSACTION_CATEGORY,TRANSACTION_CATEGORY,MARKED_FOR_SKIP,CDC,100
105,SEC_SILVER,TRANSACTION_CATEGORY,TRANSACTION_CATEGORY,TRANSACTION_CATEGORY,RECORDS_INSERTED,DML,101
106,SEC_SILVER,TRANSACTION_CATEGORY,TRANSACTION_CATEGORY,TRANSACTION_CATEGORY,RECORDS_UPDATED,DML,102
107,SEC_SILVER,TRANSACTION_CATEGORY,TRANSACTION_CATEGORY,TRANSACTION_CATEGORY,RECORDS_DELETED,DML,103
108,SEC_SILVER,TRANSACTION_CATEGORY,TRANSACTION_CATEGORY_KEY,TRANSACTION_CATEGORY_KEY,RECORDS_INSERTED,DML,101
109,SEC_SILVER,TRANSACTION_TYPE,TRANSACTION_TYPE,TRANSACTION_TYPE,RECORDS_RECEIVED,COUNT,
110,SEC_SILVER,TRANSACTION_TYPE,TRANSACTION_TYPE,TRANSACTION_TYPE,MARKED_FOR_INSERT,CDC,109
111,SEC_SILVER,TRANSACTION_TYPE,TRANSACTION_TYPE,TRANSACTION_TYPE,MARKED_FOR_UPDATE,CDC,109
112,SEC_SILVER,TRANSACTION_TYPE,TRANSACTION_TYPE,TRANSACTION_TYPE,MARKED_FOR_DELETE,CDC,
113,SEC_SILVER,TRANSACTION_TYPE,TRANSACTION_TYPE,TRANSACTION_TYPE,MARKED_FOR_SKIP,CDC,109
114,SEC_SILVER,TRANSACTION_TYPE,TRANSACTION_TYPE,TRANSACTION_TYPE,RECORDS_INSERTED,DML,110
115,SEC_SILVER,TRANSACTION_TYPE,TRANSACTION_TYPE,TRANSACTION_TYPE,RECORDS_UPDATED,DML,111
116,SEC_SILVER,TRANSACTION_TYPE,TRANSACTION_TYPE,TRANSACTION_TYPE,RECORDS_DELETED,DML,112
117,SEC_SILVER,TRANSACTION_TYPE,TRANSACTION_TYPE_KEY,TRANSACTION_TYPE_KEY,RECORDS_INSERTED,DML,110
118,SEC_SILVER,FUND_COMPOSITE_PURPOSE,FUND_COMPOSITE_PURPOSE,FUND_COMPOSITE_PURPOSE,RECORDS_RECEIVED,COUNT,
119,SEC_SILVER,FUND_COMPOSITE_PURPOSE,FUND_COMPOSITE_PURPOSE,FUND_COMPOSITE_PURPOSE,MARKED_FOR_INSERT,CDC,118
120,SEC_SILVER,FUND_COMPOSITE_PURPOSE,FUND_COMPOSITE_PURPOSE,FUND_COMPOSITE_PURPOSE,MARKED_FOR_UPDATE,CDC,118
121,SEC_SILVER,FUND_COMPOSITE_PURPOSE,FUND_COMPOSITE_PURPOSE,FUND_COMPOSITE_PURPOSE,MARKED_FOR_DELETE,CDC,
122,SEC_SILVER,FUND_COMPOSITE_PURPOSE,FUND_COMPOSITE_PURPOSE,FUND_COMPOSITE_PURPOSE,MARKED_FOR_SKIP,CDC,118
123,SEC_SILVER,FUND_COMPOSITE_PURPOSE,FUND_COMPOSITE_PURPOSE,FUND_COMPOSITE_PURPOSE,RECORDS_INSERTED,DML,119
124,SEC_SILVER,FUND_COMPOSITE_PURPOSE,FUND_COMPOSITE_PURPOSE,FUND_COMPOSITE_PURPOSE,RECORDS_UPDATED,DML,120
125,SEC_SILVER,FUND_COMPOSITE_PURPOSE,FUND_COMPOSITE_PURPOSE,FUND_COMPOSITE_PURPOSE,RECORDS_DELETED,DML,121
126,SEC_SILVER,FUND_COMPOSITE_PURPOSE,FUND_COMPOSITE_PURPOSE_KEY,FUND_COMPOSITE_PURPOSE_KEY,RECORDS_INSERTED,DML,119
127,SEC_SILVER,FUND,FUND,FUND,RECORDS_RECEIVED,COUNT,
128,SEC_SILVER,FUND,FUND,FUND,MARKED_FOR_INSERT,CDC,127
129,SEC_SILVER,FUND,FUND,FUND,MARKED_FOR_UPDATE,CDC,127
130,SEC_SILVER,FUND,FUND,FUND,MARKED_FOR_DELETE,CDC,
131,SEC_SILVER,FUND,FUND,FUND,MARKED_FOR_SKIP,CDC,127
132,SEC_SILVER,FUND,FUND,FUND,RECORDS_INSERTED,DML,128
133,SEC_SILVER,FUND,FUND,FUND,RECORDS_UPDATED,DML,129
134,SEC_SILVER,FUND,FUND,FUND,RECORDS_DELETED,DML,130
135,SEC_SILVER,FUND,FUND_KEY,FUND_KEY,RECORDS_INSERTED,DML,128
136,SEC_SILVER,INVESTOR,INVESTOR,INVESTOR,RECORDS_RECEIVED,COUNT,
137,SEC_SILVER,INVESTOR,INVESTOR,INVESTOR,MARKED_FOR_INSERT,CDC,136
138,SEC_SILVER,INVESTOR,INVESTOR,INVESTOR,MARKED_FOR_UPDATE,CDC,136
139,SEC_SILVER,INVESTOR,INVESTOR,INVESTOR,MARKED_FOR_DELETE,CDC,
140,SEC_SILVER,INVESTOR,INVESTOR,INVESTOR,MARKED_FOR_SKIP,CDC,136
141,SEC_SILVER,INVESTOR,INVESTOR,INVESTOR,RECORDS_INSERTED,DML,137
142,SEC_SILVER,INVESTOR,INVESTOR,INVESTOR,RECORDS_UPDATED,DML,138
143,SEC_SILVER,INVESTOR,INVESTOR,INVESTOR,RECORDS_DELETED,DML,139
144,SEC_SILVER,INVESTOR_KEY,INVESTOR_KEY,INVESTOR_KEY,RECORDS_INSERTED,DML,137
145,SEC_SILVER,INVESTOR_FUND_TRANSACTION,INVESTOR_FUND_TRANSACTION,INVESTOR_FUND_TRANSACTION,RECORDS_RECEIVED,COUNT,
146,SEC_SILVER,INVESTOR_FUND_TRANSACTION,INVESTOR_FUND_TRANSACTION,INVESTOR_FUND_TRANSACTION,MARKED_FOR_INSERT,CDC,145
147,SEC_SILVER,INVESTOR_FUND_TRANSACTION,INVESTOR_FUND_TRANSACTION,INVESTOR_FUND_TRANSACTION,MARKED_FOR_UPDATE,CDC,145
148,SEC_SILVER,INVESTOR_FUND_TRANSACTION,INVESTOR_FUND_TRANSACTION,INVESTOR_FUND_TRANSACTION,MARKED_FOR_DELETE,CDC,
149,SEC_SILVER,INVESTOR_FUND_TRANSACTION,INVESTOR_FUND_TRANSACTION,INVESTOR_FUND_TRANSACTION,MARKED_FOR_SKIP,CDC,145
150,SEC_SILVER,INVESTOR_FUND_TRANSACTION,INVESTOR_FUND_TRANSACTION,INVESTOR_FUND_TRANSACTION,RECORDS_INSERTED,DML,146
151,SEC_SILVER,INVESTOR_FUND_TRANSACTION,INVESTOR_FUND_TRANSACTION,INVESTOR_FUND_TRANSACTION,RECORDS_UPDATED,DML,147
152,SEC_SILVER,INVESTOR_FUND_TRANSACTION,INVESTOR_FUND_TRANSACTION,INVESTOR_FUND_TRANSACTION,RECORDS_DELETED,DML,148
153,SEC_SILVER,INVESTOR_FUND_TRANSACTION_KEY,INVESTOR_FUND_TRANSACTION_KEY,INVESTOR_FUND_TRANSACTION_KEY,RECORDS_INSERTED,DML,146
154,SEC_SILVER,FUND_COMPOSITE,FUND_COMPOSITE,FUND_COMPOSITE,RECORDS_RECEIVED,COUNT,
155,SEC_SILVER,FUND_COMPOSITE,FUND_COMPOSITE,FUND_COMPOSITE,MARKED_FOR_INSERT,CDC,154
156,SEC_SILVER,FUND_COMPOSITE,FUND_COMPOSITE,FUND_COMPOSITE,MARKED_FOR_UPDATE,CDC,154
157,SEC_SILVER,FUND_COMPOSITE,FUND_COMPOSITE,FUND_COMPOSITE,MARKED_FOR_DELETE,CDC,
158,SEC_SILVER,FUND_COMPOSITE,FUND_COMPOSITE,FUND_COMPOSITE,MARKED_FOR_SKIP,CDC,154
159,SEC_SILVER,FUND_COMPOSITE,FUND_COMPOSITE,FUND_COMPOSITE,RECORDS_INSERTED,DML,155
160,SEC_SILVER,FUND_COMPOSITE,FUND_COMPOSITE,FUND_COMPOSITE,RECORDS_UPDATED,DML,156
161,SEC_SILVER,FUND_COMPOSITE,FUND_COMPOSITE,FUND_COMPOSITE,RECORDS_DELETED,DML,157
162,SEC_SILVER,FUND_COMPOSITE,FUND_COMPOSITE_KEY,FUND_COMPOSITE_KEY,RECORDS_INSERTED,DML,155
163,SEC_SILVER,FUND_NAV_SUMMARY,FUND_NAV_SUMMARY,FUND_NAV_SUMMARY,RECORDS_RECEIVED,COUNT,
164,SEC_SILVER,FUND_NAV_SUMMARY,FUND_NAV_SUMMARY,FUND_NAV_SUMMARY,MARKED_FOR_INSERT,CDC,163
165,SEC_SILVER,FUND_NAV_SUMMARY,FUND_NAV_SUMMARY,FUND_NAV_SUMMARY,MARKED_FOR_UPDATE,CDC,163
166,SEC_SILVER,FUND_NAV_SUMMARY,FUND_NAV_SUMMARY,FUND_NAV_SUMMARY,MARKED_FOR_DELETE,CDC,
167,SEC_SILVER,FUND_NAV_SUMMARY,FUND_NAV_SUMMARY,FUND_NAV_SUMMARY,MARKED_FOR_SKIP,CDC,163
168,SEC_SILVER,FUND_NAV_SUMMARY,FUND_NAV_SUMMARY,FUND_NAV_SUMMARY,RECORDS_INSERTED,DML,164
169,SEC_SILVER,FUND_NAV_SUMMARY,FUND_NAV_SUMMARY,FUND_NAV_SUMMARY,RECORDS_UPDATED,DML,165
170,SEC_SILVER,FUND_NAV_SUMMARY,FUND_NAV_SUMMARY,FUND_NAV_SUMMARY,RECORDS_DELETED,DML,166
171,SEC_SILVER,FUND_NAV_SUMMARY,FUND_NAV_SUMMARY_KEY,FUND_NAV_SUMMARY_KEY,RECORDS_INSERTED,DML,164
172,SEC_SILVER,FUND_COMPOSITE_FUND_XREF,FUND_COMPOSITE_FUND_XREF,FUND_COMPOSITE_FUND_XREF,RECORDS_RECEIVED,COUNT,
173,SEC_SILVER,FUND_COMPOSITE_FUND_XREF,FUND_COMPOSITE_FUND_XREF,FUND_COMPOSITE_FUND_XREF,MARKED_FOR_INSERT,CDC,172
174,SEC_SILVER,FUND_COMPOSITE_FUND_XREF,FUND_COMPOSITE_FUND_XREF,FUND_COMPOSITE_FUND_XREF,MARKED_FOR_UPDATE,CDC,172
175,SEC_SILVER,FUND_COMPOSITE_FUND_XREF,FUND_COMPOSITE_FUND_XREF,FUND_COMPOSITE_FUND_XREF,MARKED_FOR_DELETE,CDC,
176,SEC_SILVER,FUND_COMPOSITE_FUND_XREF,FUND_COMPOSITE_FUND_XREF,FUND_COMPOSITE_FUND_XREF,MARKED_FOR_SKIP,CDC,172
177,SEC_SILVER,FUND_COMPOSITE_FUND_XREF,FUND_COMPOSITE_FUND_XREF,FUND_COMPOSITE_FUND_XREF,RECORDS_INSERTED,DML,173
178,SEC_SILVER,FUND_COMPOSITE_FUND_XREF,FUND_COMPOSITE_FUND_XREF,FUND_COMPOSITE_FUND_XREF,RECORDS_UPDATED,DML,174
179,SEC_SILVER,FUND_COMPOSITE_FUND_XREF,FUND_COMPOSITE_FUND_XREF,FUND_COMPOSITE_FUND_XREF,RECORDS_DELETED,DML,175
180,SEC_SILVER,FUND_COMPOSITE_FUND_XREF_KEY,FUND_COMPOSITE_FUND_XREF_KEY,FUND_COMPOSITE_FUND_XREF_KEY,RECORDS_INSERTED,DML,173
181,SEC_SILVER,TRANSACTION_TYPE_CATEGORY_XREF,TRANSACTION_TYPE_CATEGORY_XREF,TRANSACTION_TYPE_CATEGORY_XREF,RECORDS_RECEIVED,COUNT,
182,SEC_SILVER,TRANSACTION_TYPE_CATEGORY_XREF,TRANSACTION_TYPE_CATEGORY_XREF,TRANSACTION_TYPE_CATEGORY_XREF,MARKED_FOR_INSERT,CDC,181
